x,y,m
-140,161,-1.0
-163,192,2.0
1,14,1.0
-184,173,-1.0
135,239,-1.0
6,77,-1.0
-158,200,-1.0
10,251,2.0
-9,20,-1.0
118,224,-1.0
2,89,1.0
227,30,-1.0
-224,-22,-1.0
1,3,-1.0
99,246,2.0
1,15,1.0
-82,43,1.0
150,231,-1.0
-102,241,-1.0
213,131,-1.0
141,15,-1.0
23,176,1.0
39,36,-1.0
0,4,1.0
2,140,1.0
-115,219,-1.0
67,31,-1.0
229,3,2.0
197,167,-1.0
234,82,-1.0
-16,9,-1.0
-59,35,-1.0
1,4,1.0
-1,-1,1.0
223,25,2.0
99,152,-1.0
4,6,1.0
6,3,1.0
-25,148,1.0
-93,225,-1.0
-1,18,-1.0
-163,196,-1.0
137,143,-1.0
-230,8,-1.0
206,142,-1.0
229,-6,2.0
-191,154,-1.0
25,49,-1.0
7,109,1.0
223,2,-1.0
65,249,-1.0
-234,0,-1.0
-10,-4,-1.0
-181,186,2.0
15,8,1.0
13,-4,-1.0
20,4,-1.0
212,137,2.0
230,59,-1.0
-16,29,1.0
148,201,-1.0
16,38,-1.0
-179,178,2.0
-200,157,-1.0
-10,100,-1.0
148,205,2.0
-188,184,2.0
-123,216,-1.0
-222,23,2.0
-49,242,-1.0
-104,15,-1.0
-234,26,2.0
141,214,-1.0
-21,88,-1.0
223,2,-1.0
-233,5,2.0
-29,262,-1.0
-234,7,-1.0
-18,25,1.0
-232,69,-1.0
-1,-4,1.0
-199,178,-1.0
129,225,-1.0
6,111,-1.0
99,246,-1.0
-120,62,1.0
-116,259,-1.0
154,206,-1.0
0,0,1.0
21,8,1.0
-225,-1,-1.0
221,-17,2.0
9,65,-1.0
27,60,-1.0
0,0,1.0
15,10,-1.0
33,109,-1.0
0,10,-1.0
-158,230,-1.0
-10,11,-1.0
-176,210,2.0
37,90,-1.0
44,64,-1.0
107,132,-1.0
-189,169,2.0
-4,64,-1.0
27,52,-1.0
16,210,-1.0
21,13,1.0
104,96,-1.0
56,37,1.0
96,6,-1.0
10,67,-1.0
13,20,-1.0
11,68,-1.0
225,7,-1.0
-51,137,-1.0
-9,7,1.0
-12,264,-1.0
0,13,1.0
-13,13,1.0
89,248,-1.0
37,23,-1.0
-50,73,-1.0
-234,5,2.0
26,55,1.0
93,236,-1.0
-178,194,2.0
-38,60,1.0
21,100,1.0
-147,205,2.0
16,13,1.0
-60,256,-1.0
195,182,2.0
214,140,-1.0
-72,236,2.0
113,241,-1.0
4,5,1.0
-4,-2,1.0
-22,116,1.0
0,-4,1.0
-1,31,-1.0
-227,-22,-1.0
235,5,-1.0
-202,157,2.0
-172,171,-1.0
-18,11,1.0
-2,-2,1.0
-227,-8,-1.0
40,69,-1.0
0,0,-1.0
17,253,-1.0
10,13,-1.0
-10,1,1.0
50,14,1.0
194,168,-1.0
55,8,-1.0
-232,-8,2.0
11,8,1.0
54,103,1.0
-2,0,1.0
6,64,1.0
13,101,-1.0
-12,69,1.0
-5,95,-1.0
-162,198,-1.0
-40,103,-1.0
224,13,2.0
-47,6,-1.0
-18,14,1.0
-235,-27,-1.0
72,137,-1.0
33,145,1.0
-10,15,-1.0
13,159,1.0
-181,174,2.0
230,16,-1.0
201,253,2.0
238,105,2.0
69,21,1.0
-223,85,-1.0
-4,6,1.0
87,104,-1.0
1,63,-1.0
67,240,-1.0
222,3,2.0
201,151,2.0
-114,222,-1.0
28,59,-1.0
-15,14,1.0
-152,82,-1.0
1,11,1.0
135,13,-1.0
-58,247,-1.0
-28,10,1.0
49,169,1.0
-49,74,1.0
-10,104,1.0
-65,19,-1.0
130,260,-1.0
-176,26,-1.0
48,75,1.0
-5,10,1.0
-2,20,-1.0
-59,31,1.0
240,83,-1.0
-7,6,1.0
-228,116,-1.0
-34,82,-1.0
232,88,-1.0
2,5,1.0
-230,8,2.0
2,0,1.0
-237,59,-1.0
232,15,2.0
5,2,1.0
-66,270,-1.0
-212,165,-1.0
16,1,-1.0
2,-4,1.0
-18,109,1.0
-161,204,2.0
-67,100,-1.0
-233,134,2.0
20,12,1.0
121,242,2.0
43,116,1.0
0,10,1.0
185,273,-1.0
80,32,1.0
-183,66,-1.0
2,6,1.0
23,13,-1.0
-65,110,-1.0
-235,99,2.0
-134,244,-1.0
-233,32,-1.0
6,5,-1.0
224,95,2.0
152,206,2.0
-222,136,-1.0
224,136,-1.0
234,7,-1.0
119,113,1.0
5,259,-1.0
-86,251,-1.0
-228,111,-1.0
224,-1,-1.0
232,18,2.0
142,89,-1.0
16,-5,-1.0
-235,4,2.0
-45,27,-1.0
167,219,2.0
-110,237,-1.0
-129,236,2.0
200,173,-1.0
-229,3,2.0
-2,15,1.0
26,21,1.0
2,22,1.0
194,183,-1.0
-88,242,-1.0
-15,89,-1.0
65,113,-1.0
38,13,1.0
31,31,1.0
-114,234,-1.0
0,0,-1.0
0,0,1.0
-13,83,-1.0
238,21,-1.0
39,57,-1.0
-51,34,1.0
-233,10,-1.0
16,22,1.0
-100,240,-1.0
-107,227,-1.0
6,56,-1.0
-11,109,1.0
-56,103,-1.0
-223,5,-1.0
58,121,-1.0
31,8,1.0
20,19,-1.0
0,0,-1.0
186,199,-1.0
-2,104,1.0
147,232,2.0
-195,169,-1.0
-136,37,-1.0
94,262,2.0
-140,215,-1.0
-18,20,1.0
17,48,1.0
-28,90,-1.0
-103,249,2.0
6,262,-1.0
-205,159,2.0
-27,78,-1.0
-28,11,1.0
200,176,-1.0
-39,42,-1.0
0,0,-1.0
0,0,1.0
208,157,2.0
-51,10,-1.0
7,84,1.0
-58,73,-1.0
33,263,-1.0
59,42,-1.0
0,0,-1.0
5,117,1.0
-237,31,-1.0
-58,64,-1.0
44,31,-1.0
17,10,1.0
-67,117,1.0
36,13,1.0
-6,262,-1.0
-70,48,1.0
32,20,-1.0
228,7,-1.0
-188,212,2.0
-13,116,1.0
225,25,-1.0
-158,236,-1.0
107,44,-1.0
-18,28,1.0
234,44,-1.0
-61,101,1.0
28,12,1.0
66,70,1.0
-51,260,2.0
40,25,-1.0
26,17,1.0
-58,128,1.0
64,259,2.0
119,231,-1.0
47,23,-1.0
235,17,2.0
-237,-16,-1.0
-18,28,1.0
97,113,1.0
158,46,-1.0
-22,1,1.0
194,179,2.0
228,-2,-1.0
49,103,1.0
54,110,1.0
4,4,-1.0
1,78,-1.0
0,0,-1.0
-126,222,-1.0
-11,95,1.0
1,96,1.0
-6,8,1.0
148,236,2.0
-5,125,1.0
2,10,1.0
-21,50,-1.0
47,252,-1.0
-147,201,-1.0
-175,213,-1.0
-6,10,1.0
-20,105,1.0
-16,147,-1.0
-5,3,-1.0
60,104,-1.0
-138,35,1.0
-25,22,-1.0
-2,174,-1.0
232,109,-1.0
13,287,-1.0
-228,73,-1.0
-7,1,1.0
80,-1,1.0
-75,98,-1.0
0,0,-1.0
-51,30,1.0
-127,147,1.0
1,8,1.0
-37,100,1.0
-123,93,-1.0
-5,14,1.0
4,6,1.0
4,6,1.0
1,4,1.0
172,190,-1.0
-163,216,2.0
-40,122,-1.0
-210,127,2.0
-127,34,-1.0
1,4,1.0
-59,139,1.0
-206,152,-1.0
-208,143,2.0
0,6,1.0
167,181,2.0
-5,4,-1.0
0,0,1.0
102,34,-1.0
0,0,1.0
228,26,-1.0
-96,144,1.0
-60,246,2.0
