game_id,home_team_id,home_team_name,home_team_city,home_team_tricode,home_team_wins,home_team_losses,home_team_score,away_team_id,away_team_name,away_team_city,away_team_tricode,away_team_wins,away_team_losses,away_team_score,arena,arena_city,arena_state,arena_country,arena_timezone,gameTimeET,gameTimeUTC,duration,attendance,sellout
0022301180,1610612759,Spurs,San Antonio,SAS,21,60,121,1610612743,Nuggets,Denver,DEN,56,25,120,Frost Bank Center,San Antonio,TX,US,Central,2024-04-12T20:00:00Z,2024-04-13T00:00:00Z,2:08,18665,1
0022300284,1610612748,Heat,Miami,MIA,11,9,129,1610612754,Pacers,Indiana,IND,10,8,144,Kaseya Center,Miami,FL,US,Eastern,2023-12-02T20:00:00Z,2023-12-03T01:00:00Z,2:17,19650,1
0022300904,1610612742,Mavericks,Dallas,DAL,35,28,114,1610612748,Heat,Miami,MIA,35,27,108,American Airlines Center,Dallas,TX,US,Central,2024-03-07T19:30:00Z,2024-03-08T00:30:00Z,2:23,20221,1
0022300457,1610612762,Jazz,Utah,UTA,15,19,127,1610612742,Mavericks,Dallas,DAL,19,15,90,Delta Center,Salt Lake City,UT,US,Mountain,2024-01-01T21:00:00Z,2024-01-02T02:00:00Z,2:05,18206,1
0022300007,1610612757,Trail Blazers,Portland,POR,3,3,115,1610612763,Grizzlies,Memphis,MEM,0,6,113,Moda Center,Portland,OR,US,Pacific,2023-11-03T22:00:00Z,2023-11-04T02:00:00Z,2:41,18592,0
0022300512,1610612765,Pistons,Detroit,DET,3,34,110,1610612758,Kings,Sacramento,SAC,22,14,131,Little Caesars Arena,Detroit,MI,US,Eastern,2024-01-09T19:00:00Z,2024-01-10T00:00:00Z,2:12,13992,0
0022300142,1610612739,Cavaliers,Cleveland,CLE,3,4,115,1610612744,Warriors,Golden State,GSW,5,2,104,Rocket Mortgage FieldHouse,Cleveland,OH,US,Eastern,2023-11-05T18:00:00Z,2023-11-05T23:00:00Z,2:17,19432,1
0022300841,1610612760,Thunder,Oklahoma City,OKC,41,17,112,1610612745,Rockets,Houston,HOU,25,33,95,Paycom Center,Oklahoma City,OK,US,Central,2024-02-27T22:00:00Z,2024-02-28T03:00:00Z,2:17,17164,0
0022301114,1610612746,Clippers,LA,LAC,48,28,102,1610612743,Nuggets,Denver,DEN,53,24,100,Crypto.com Arena,Los Angeles,CA,US,Pacific,2024-04-04T22:00:00Z,2024-04-05T02:00:00Z,2:33,19370,1
0022300355,1610612760,Thunder,Oklahoma City,OKC,17,8,116,1610612763,Grizzlies,Memphis,MEM,6,19,97,Paycom Center,Oklahoma City,OK,US,Central,2023-12-18T20:00:00Z,2023-12-19T01:00:00Z,2:07,16409,0
0022300705,1610612764,Wizards,Washington,WAS,9,40,112,1610612756,Suns,Phoenix,PHX,29,21,140,Capital One Arena,Washington,DC,US,Eastern,2024-02-04T15:30:00Z,2024-02-04T20:30:00Z,2:10,16984,0
0022300210,1610612739,Cavaliers,Cleveland,CLE,7,6,121,1610612743,Nuggets,Denver,DEN,9,4,109,Rocket Mortgage FieldHouse,Cleveland,OH,US,Eastern,2023-11-19T18:00:00Z,2023-11-19T23:00:00Z,2:05,19432,1
0022300640,1610612740,Pelicans,New Orleans,NOP,26,19,83,1610612760,Thunder,Oklahoma City,OKC,32,13,107,Smoothie King Center,New Orleans,LA,US,Central,2024-01-26T20:00:00Z,2024-01-27T01:00:00Z,2:01,18624,1
0022301051,1610612737,Hawks,Atlanta,ATL,33,39,120,1610612757,Trail Blazers,Portland,POR,19,54,106,State Farm Arena,Atlanta,GA,US,Eastern,2024-03-27T19:30:00Z,2024-03-27T23:30:00Z,2:07,16059,0
0022300569,1610612765,Pistons,Detroit,DET,4,37,117,1610612750,Timberwolves,Minnesota,MIN,29,11,124,Little Caesars Arena,Detroit,MI,US,Eastern,2024-01-17T19:00:00Z,2024-01-18T00:00:00Z,2:07,16022,0
0022300093,1610612750,Timberwolves,Minnesota,MIN,1,1,106,1610612748,Heat,Miami,MIA,1,2,90,Target Center,Minneapolis,MN,US,Central,2023-10-28T20:00:00Z,2023-10-29T00:00:00Z,2:07,18024,1
0022300139,1610612743,Nuggets,Denver,DEN,6,1,123,1610612741,Bulls,Chicago,CHI,2,5,101,Ball Arena,Denver,CO,US,Mountain,2023-11-04T21:00:00Z,2023-11-05T01:00:00Z,2:09,19610,1
0022300990,1610612747,Lakers,Los Angeles,LAL,37,32,136,1610612737,Hawks,Atlanta,ATL,30,38,105,Crypto.com Arena,Los Angeles,CA,US,Pacific,2024-03-18T22:30:00Z,2024-03-19T02:30:00Z,1:56,18997,1
0022300586,1610612738,Celtics,Boston,BOS,32,10,100,1610612743,Nuggets,Denver,DEN,29,14,102,TD Garden,Boston,MA,US,Eastern,2024-01-19T19:30:00Z,2024-01-20T00:30:00Z,2:13,19156,1
0022300752,1610612753,Magic,Orlando,ORL,29,24,114,1610612741,Bulls,Chicago,CHI,25,28,108,Kia Center,Orlando,FL,US,Eastern,2024-02-10T19:00:00Z,2024-02-11T00:00:00Z,2:22,19459,1
0022300302,1610612760,Thunder,Oklahoma City,OKC,15,7,134,1610612762,Jazz,Utah,UTA,7,16,120,Paycom Center,Oklahoma City,OK,US,Central,2023-12-11T20:00:00Z,2023-12-12T01:00:00Z,2:03,16631,0
0022301143,1610612747,Lakers,Los Angeles,LAL,45,34,117,1610612750,Timberwolves,Minnesota,MIN,54,24,127,Crypto.com Arena,Los Angeles,CA,US,Pacific,2024-04-07T22:00:00Z,2024-04-08T02:00:00Z,2:05,18997,1
0022301006,1610612745,Rockets,Houston,HOU,34,35,127,1610612741,Bulls,Chicago,CHI,34,36,117,Toyota Center,Houston,TX,US,Central,2024-03-21T20:00:00Z,2024-03-22T00:00:00Z,2:19,17016,0
0022300617,1610612760,Thunder,Oklahoma City,OKC,30,13,111,1610612757,Trail Blazers,Portland,POR,12,31,109,Paycom Center,Oklahoma City,OK,US,Central,2024-01-23T20:00:00Z,2024-01-24T01:00:00Z,2:11,15874,0
0022300247,1610612752,Knicks,New York,NYK,9,7,113,1610612756,Suns,Phoenix,PHX,11,6,116,Madison Square Garden,New York,NY,US,Eastern,2023-11-26T18:00:00Z,2023-11-26T23:00:00Z,2:25,19812,1
0022300494,1610612764,Wizards,Washington,WAS,6,29,105,1610612752,Knicks,New York,NYK,21,15,121,Capital One Arena,Washington,DC,US,Eastern,2024-01-06T19:00:00Z,2024-01-07T00:00:00Z,2:11,20333,1
0022300181,1610612741,Bulls,Chicago,CHI,4,6,119,1610612765,Pistons,Detroit,DET,2,9,108,United Center,Chicago,IL,US,Central,2023-11-12T19:00:00Z,2023-11-13T00:00:00Z,2:12,19088,0
0022300928,1610612753,Magic,Orlando,ORL,37,28,97,1610612754,Pacers,Indiana,IND,36,29,111,Kia Center,Orlando,FL,US,Eastern,2024-03-10T18:00:00Z,2024-03-10T22:00:00Z,2:19,19481,1
0022300882,1610612762,Jazz,Utah,UTA,28,34,127,1610612764,Wizards,Washington,WAS,9,52,115,Delta Center,Salt Lake City,UT,US,Mountain,2024-03-04T21:00:00Z,2024-03-05T02:00:00Z,2:07,18206,1
0022301155,1610612747,Lakers,Los Angeles,LAL,45,35,120,1610612744,Warriors,Golden State,GSW,44,35,134,Crypto.com Arena,Los Angeles,CA,US,Pacific,2024-04-09T22:00:00Z,2024-04-10T02:00:00Z,2:15,18997,1
0022300314,1610612745,Rockets,Houston,HOU,12,9,117,1610612763,Grizzlies,Memphis,MEM,6,17,104,Toyota Center,Houston,TX,US,Central,2023-12-13T20:00:00Z,2023-12-14T01:00:00Z,2:19,16813,0
0022300744,1610612761,Raptors,Toronto,TOR,19,33,107,1610612745,Rockets,Houston,HOU,23,28,104,Scotiabank Arena,Toronto,ON,US,Eastern,2024-02-09T19:30:00Z,2024-02-10T00:30:00Z,2:19,19800,1
0022300251,1610612739,Cavaliers,Cleveland,CLE,9,8,105,1610612761,Raptors,Toronto,TOR,8,9,102,Rocket Mortgage FieldHouse,Cleveland,OH,US,Eastern,2023-11-26T19:30:00Z,2023-11-27T00:30:00Z,2:16,19432,1
0022300601,1610612753,Magic,Orlando,ORL,23,20,105,1610612748,Heat,Miami,MIA,24,19,87,Kia Center,Orlando,FL,US,Eastern,2024-01-21T18:00:00Z,2024-01-21T23:00:00Z,2:17,18102,0
0022301010,1610612756,Suns,Phoenix,PHX,41,29,128,1610612737,Hawks,Atlanta,ATL,30,39,115,Footprint Center,Phoenix,AZ,US,Mountain,2024-03-21T22:30:00Z,2024-03-22T02:30:00Z,2:21,17071,1
0022300528,1610612749,Bucks,Milwaukee,MIL,26,12,135,1610612738,Celtics,Boston,BOS,29,9,102,Fiserv Forum,Milwaukee,WI,US,Central,2024-01-11T19:30:00Z,2024-01-12T00:30:00Z,2:12,17781,1
0022300178,1610612751,Nets,Brooklyn,BKN,5,5,102,1610612764,Wizards,Washington,WAS,2,7,94,Barclays Center,Brooklyn,NY,US,Eastern,2023-11-12T15:00:00Z,2023-11-12T20:00:00Z,2:17,17732,1
0022300482,1610612739,Cavaliers,Cleveland,CLE,20,15,114,1610612764,Wizards,Washington,WAS,6,28,90,Rocket Mortgage FieldHouse,Cleveland,OH,US,Eastern,2024-01-05T19:30:00Z,2024-01-06T00:30:00Z,2:05,19432,1
0022300894,1610612764,Wizards,Washington,WAS,9,53,109,1610612753,Magic,Orlando,ORL,37,26,119,Capital One Arena,Washington,DC,US,Eastern,2024-03-06T19:00:00Z,2024-03-07T00:00:00Z,2:14,16018,0
0022300197,1610612756,Suns,Phoenix,PHX,5,6,133,1610612750,Timberwolves,Minnesota,MIN,8,3,115,Footprint Center,Phoenix,AZ,US,Mountain,2023-11-15T21:00:00Z,2023-11-16T02:00:00Z,2:07,17071,1
0022300713,1610612766,Hornets,Charlotte,CHA,10,39,118,1610612747,Lakers,Los Angeles,LAL,27,25,124,Spectrum Center,Charlotte,NC,US,Eastern,2024-02-05T19:00:00Z,2024-02-06T00:00:00Z,2:02,19375,1
0022300343,1610612746,Clippers,LA,LAC,15,10,144,1610612752,Knicks,New York,NYK,14,11,122,Crypto.com Arena,Los Angeles,CA,US,Pacific,2023-12-16T22:30:00Z,2023-12-17T03:30:00Z,2:16,19370,1
0022301102,1610612766,Hornets,Charlotte,CHA,18,58,86,1610612757,Trail Blazers,Portland,POR,20,56,89,Spectrum Center,Charlotte,NC,US,Eastern,2024-04-03T19:00:00Z,2024-04-03T23:00:00Z,2:06,14209,0
0022301047,1610612758,Kings,Sacramento,SAC,42,30,96,1610612742,Mavericks,Dallas,DAL,43,29,132,Golden 1 Center,Sacramento,CA,US,Pacific,2024-03-26T22:00:00Z,2024-03-27T02:00:00Z,2:11,17832,1
0022300656,1610612757,Trail Blazers,Portland,POR,13,33,96,1610612741,Bulls,Chicago,CHI,22,25,104,Moda Center,Portland,OR,US,Pacific,2024-01-28T21:00:00Z,2024-01-29T02:00:00Z,2:12,17899,0
0022300206,1610612759,Spurs,San Antonio,SAS,3,10,108,1610612763,Grizzlies,Memphis,MEM,3,9,120,Frost Bank Center,San Antonio,TX,US,Central,2023-11-18T20:00:00Z,2023-11-19T01:00:00Z,2:18,18354,1
0022300986,1610612741,Bulls,Chicago,CHI,34,35,110,1610612757,Trail Blazers,Portland,POR,19,49,107,United Center,Chicago,IL,US,Central,2024-03-18T20:00:00Z,2024-03-19T00:00:00Z,2:19,20293,0
0022300085,1610612762,Jazz,Utah,UTA,1,1,120,1610612746,Clippers,LA,LAC,1,1,118,Delta Center,Salt Lake City,UT,US,Mountain,2023-10-27T21:30:00Z,2023-10-28T01:30:00Z,2:16,18206,1
0022300590,1610612757,Trail Blazers,Portland,POR,12,29,118,1610612754,Pacers,Indiana,IND,24,18,115,Moda Center,Portland,OR,US,Pacific,2024-01-19T22:00:00Z,2024-01-20T03:00:00Z,2:27,18595,0
0022300969,1610612755,76ers,Philadelphia,PHI,37,30,109,1610612766,Hornets,Charlotte,CHA,17,51,98,Wells Fargo Center,Philadelphia,PA,US,Eastern,2024-03-16T19:00:00Z,2024-03-16T23:00:00Z,2:15,19957,1
0022300348,1610612757,Trail Blazers,Portland,POR,6,19,114,1610612744,Warriors,Golden State,GSW,12,14,118,Moda Center,Portland,OR,US,Pacific,2023-12-17T21:00:00Z,2023-12-18T02:00:00Z,2:15,18547,0
0022300718,1610612740,Pelicans,New Orleans,NOP,29,21,138,1610612761,Raptors,Toronto,TOR,17,33,100,Smoothie King Center,New Orleans,LA,US,Central,2024-02-05T20:00:00Z,2024-02-06T01:00:00Z,1:60,17429,1
0022301109,1610612740,Pelicans,New Orleans,NOP,45,31,108,1610612753,Magic,Orlando,ORL,45,31,117,Smoothie King Center,New Orleans,LA,US,Central,2024-04-03T20:00:00Z,2024-04-04T00:00:00Z,2:17,16427,0
0022300827,1610612746,Clippers,LA,LAC,37,19,107,1610612758,Kings,Sacramento,SAC,33,23,123,Crypto.com Arena,Los Angeles,CA,US,Pacific,2024-02-25T21:30:00Z,2024-02-26T02:30:00Z,2:14,19370,1
0022300574,1610612761,Raptors,Toronto,TOR,16,25,121,1610612748,Heat,Miami,MIA,24,17,97,Scotiabank Arena,Toronto,ON,US,Eastern,2024-01-17T19:30:00Z,2024-01-18T00:30:00Z,2:01,19631,0
0022300124,1610612742,Mavericks,Dallas,DAL,4,0,114,1610612741,Bulls,Chicago,CHI,2,3,105,American Airlines Center,Dallas,TX,US,Central,2023-11-01T20:30:00Z,2023-11-02T00:30:00Z,2:07,20103,1
0022300431,1610612737,Hawks,Atlanta,ATL,12,19,110,1610612758,Kings,Sacramento,SAC,18,12,117,State Farm Arena,Atlanta,GA,US,Eastern,2023-12-29T19:30:00Z,2023-12-30T00:30:00Z,2:09,18305,1
0022300061,1610612743,Nuggets,Denver,DEN,1,0,119,1610612747,Lakers,Los Angeles,LAL,0,1,107,Ball Arena,Denver,CO,US,Mountain,2023-10-24T19:30:00Z,2023-10-24T23:30:00Z,2:17,19842,1
0022301220,1610612748,Heat,Miami,MIA,12,10,99,1610612739,Cavaliers,Cleveland,CLE,13,9,111,Kaseya Center,Miami,FL,US,Eastern,2023-12-08T20:00:00Z,2023-12-09T01:00:00Z,2:12,19600,1
0022300962,1610612765,Pistons,Detroit,DET,12,54,95,1610612748,Heat,Miami,MIA,36,30,108,Little Caesars Arena,Detroit,MI,US,Eastern,2024-03-15T19:00:00Z,2024-03-15T23:00:00Z,2:01,19894,0
0022300173,1610612753,Magic,Orlando,ORL,5,4,112,1610612749,Bucks,Milwaukee,MIL,5,4,97,Amway Center,Orlando,FL,US,Eastern,2023-11-11T18:00:00Z,2023-11-11T23:00:00Z,2:25,19354,1
0022300489,1610612756,Suns,Phoenix,PHX,19,16,113,1610612748,Heat,Miami,MIA,20,15,97,Footprint Center,Phoenix,AZ,US,Mountain,2024-01-05T21:00:00Z,2024-01-06T02:00:00Z,2:07,17071,1
0022300523,1610612741,Bulls,Chicago,CHI,18,21,124,1610612745,Rockets,Houston,HOU,18,18,119,United Center,Chicago,IL,US,Central,2024-01-10T20:00:00Z,2024-01-11T01:00:00Z,2:35,21149,1
0022300870,1610612756,Suns,Phoenix,PHX,35,25,109,1610612745,Rockets,Houston,HOU,26,34,118,Footprint Center,Phoenix,AZ,US,Mountain,2024-03-02T21:00:00Z,2024-03-03T02:00:00Z,2:33,17071,1
0022300935,1610612741,Bulls,Chicago,CHI,31,34,92,1610612742,Mavericks,Dallas,DAL,37,28,127,United Center,Chicago,IL,US,Central,2024-03-11T20:00:00Z,2024-03-12T00:00:00Z,1:58,21363,1
0022300036,1610612757,Trail Blazers,Portland,POR,3,9,95,1610612747,Lakers,Los Angeles,LAL,7,6,107,Moda Center,Portland,OR,US,Pacific,2023-11-17T22:00:00Z,2023-11-18T03:00:00Z,2:09,18570,0
0022300466,1610612754,Pacers,Indiana,IND,19,14,142,1610612749,Bucks,Milwaukee,MIL,24,10,130,Gainbridge Fieldhouse,Indianapolis,IN,US,Eastern,2024-01-03T19:00:00Z,2024-01-04T00:00:00Z,2:35,17274,1
0022300309,1610612746,Clippers,LA,LAC,13,10,119,1610612758,Kings,Sacramento,SAC,13,9,99,Crypto.com Arena,Los Angeles,CA,US,Pacific,2023-12-12T22:30:00Z,2023-12-13T03:30:00Z,2:11,17060,0
0022300759,1610612748,Heat,Miami,MIA,28,25,106,1610612738,Celtics,Boston,BOS,41,12,110,Kaseya Center,Miami,FL,US,Eastern,2024-02-11T14:00:00Z,2024-02-11T19:00:00Z,2:22,20049,1
0022301148,1610612749,Bucks,Milwaukee,MIL,48,31,104,1610612738,Celtics,Boston,BOS,62,17,91,Fiserv Forum,Milwaukee,WI,US,Central,2024-04-09T19:30:00Z,2024-04-09T23:30:00Z,1:58,17493,1
0022300866,1610612751,Nets,Brooklyn,BKN,24,36,114,1610612737,Hawks,Atlanta,ATL,26,34,102,Barclays Center,Brooklyn,NY,US,Eastern,2024-03-02T15:00:00Z,2024-03-02T20:00:00Z,2:18,18075,1
0022300535,1610612748,Heat,Miami,MIA,22,16,99,1610612753,Magic,Orlando,ORL,21,17,96,Kaseya Center,Miami,FL,US,Eastern,2024-01-12T20:00:00Z,2024-01-13T01:00:00Z,2:26,19650,1
0022300165,1610612749,Bucks,Milwaukee,MIL,5,2,120,1610612765,Pistons,Detroit,DET,2,7,118,Fiserv Forum,Milwaukee,WI,US,Central,2023-11-08T20:00:00Z,2023-11-09T01:00:00Z,2:21,17341,1
0022300470,1610612763,Grizzlies,Memphis,MEM,11,23,111,1610612761,Raptors,Toronto,TOR,14,20,116,FedExForum,Memphis,TN,US,Central,2024-01-03T20:00:00Z,2024-01-04T01:00:00Z,2:14,16385,0
0022300020,1610612751,Nets,Brooklyn,BKN,6,5,124,1610612753,Magic,Orlando,ORL,5,5,104,Barclays Center,Brooklyn,NY,US,Eastern,2023-11-14T19:30:00Z,2023-11-15T00:30:00Z,2:07,17361,0
0022300889,1610612752,Knicks,New York,NYK,36,26,100,1610612737,Hawks,Atlanta,ATL,27,34,116,Madison Square Garden,New York,NY,US,Eastern,2024-03-05T19:30:00Z,2024-03-06T00:30:00Z,2:07,19812,1
0022300923,1610612757,Trail Blazers,Portland,POR,18,45,128,1610612761,Raptors,Toronto,TOR,23,41,118,Moda Center,Portland,OR,US,Pacific,2024-03-09T22:00:00Z,2024-03-10T03:00:00Z,2:24,18117,0
0022300132,1610612755,76ers,Philadelphia,PHI,4,1,112,1610612756,Suns,Phoenix,PHX,2,4,100,Wells Fargo Center,Philadelphia,PA,US,Eastern,2023-11-04T13:00:00Z,2023-11-04T17:00:00Z,2:17,19796,1
0022300562,1610612751,Nets,Brooklyn,BKN,16,23,95,1610612748,Heat,Miami,MIA,24,16,96,Barclays Center,Brooklyn,NY,US,Eastern,2024-01-15T19:30:00Z,2024-01-16T00:30:00Z,2:28,17893,1
0022300098,1610612755,76ers,Philadelphia,PHI,2,1,126,1610612757,Trail Blazers,Portland,POR,0,3,98,Wells Fargo Center,Philadelphia,PA,US,Eastern,2023-10-29T19:30:00Z,2023-10-29T23:30:00Z,2:12,19768,1
0022300831,1610612758,Kings,Sacramento,SAC,33,24,110,1610612748,Heat,Miami,MIA,32,25,121,Golden 1 Center,Sacramento,CA,US,Pacific,2024-02-26T22:00:00Z,2024-02-27T03:00:00Z,2:08,17832,1
0022300974,1610612762,Jazz,Utah,UTA,29,38,100,1610612750,Timberwolves,Minnesota,MIN,46,21,119,Delta Center,Salt Lake City,UT,US,Mountain,2024-03-16T21:30:00Z,2024-03-17T01:30:00Z,2:08,18206,1
0022300077,1610612766,Hornets,Charlotte,CHA,1,1,99,1610612765,Pistons,Detroit,DET,1,1,111,Spectrum Center,Charlotte,NC,US,Eastern,2023-10-27T19:00:00Z,2023-10-27T23:00:00Z,2:25,15855,0
0022300427,1610612757,Trail Blazers,Portland,POR,8,22,105,1610612759,Spurs,San Antonio,SAS,5,25,118,Moda Center,Portland,OR,US,Pacific,2023-12-28T22:00:00Z,2023-12-29T03:00:00Z,2:16,19335,1
0022300630,1610612748,Heat,Miami,MIA,24,21,110,1610612738,Celtics,Boston,BOS,35,10,143,Kaseya Center,Miami,FL,US,Eastern,2024-01-25T19:30:00Z,2024-01-26T00:30:00Z,2:02,20074,1
0022300260,1610612761,Raptors,Toronto,TOR,9,10,112,1610612756,Suns,Phoenix,PHX,11,7,105,Scotiabank Arena,Toronto,ON,US,Eastern,2023-11-29T19:30:00Z,2023-11-30T00:30:00Z,2:12,19800,1
0022301021,1610612737,Hawks,Atlanta,ATL,31,39,132,1610612766,Hornets,Charlotte,CHA,17,53,91,State Farm Arena,Atlanta,GA,US,Eastern,2024-03-23T19:30:00Z,2024-03-23T23:30:00Z,1:59,17900,1
0022301164,1610612743,Nuggets,Denver,DEN,56,24,116,1610612750,Timberwolves,Minnesota,MIN,55,25,107,Ball Arena,Denver,CO,US,Mountain,2024-04-10T22:00:00Z,2024-04-11T02:00:00Z,2:21,19845,1
0022300775,1610612757,Trail Blazers,Portland,POR,15,38,109,1610612750,Timberwolves,Minnesota,MIN,38,16,121,Moda Center,Portland,OR,US,Pacific,2024-02-13T22:00:00Z,2024-02-14T03:00:00Z,2:12,17906,0
0022300325,1610612746,Clippers,LA,LAC,14,10,121,1610612744,Warriors,Golden State,GSW,10,14,113,Crypto.com Arena,Los Angeles,CA,US,Pacific,2023-12-14T22:30:00Z,2023-12-15T03:30:00Z,2:19,19370,1
0022300149,1610612751,Nets,Brooklyn,BKN,3,4,125,1610612749,Bucks,Milwaukee,MIL,4,2,129,Barclays Center,Brooklyn,NY,US,Eastern,2023-11-06T19:30:00Z,2023-11-07T00:30:00Z,2:20,17935,1
0022300519,1610612765,Pistons,Detroit,DET,3,35,108,1610612759,Spurs,San Antonio,SAS,6,30,130,Little Caesars Arena,Detroit,MI,US,Eastern,2024-01-10T19:00:00Z,2024-01-11T00:00:00Z,2:06,17833,0
0022301076,1610612737,Hawks,Atlanta,ATL,34,40,113,1610612749,Bucks,Milwaukee,MIL,47,27,122,State Farm Arena,Atlanta,GA,US,Eastern,2024-03-30T19:30:00Z,2024-03-30T23:30:00Z,2:26,17700,1
0022300237,1610612757,Trail Blazers,Portland,POR,4,11,121,1610612762,Jazz,Utah,UTA,4,11,105,Moda Center,Portland,OR,US,Pacific,2023-11-22T22:00:00Z,2023-11-23T03:00:00Z,2:08,17819,0
0022300667,1610612743,Nuggets,Denver,DEN,33,15,113,1610612749,Bucks,Milwaukee,MIL,32,15,107,Ball Arena,Denver,CO,US,Mountain,2024-01-29T21:00:00Z,2024-01-30T02:00:00Z,2:20,19801,1
0022300372,1610612742,Mavericks,Dallas,DAL,16,11,111,1610612746,Clippers,LA,LAC,17,10,120,American Airlines Center,Dallas,TX,US,Central,2023-12-20T20:30:00Z,2023-12-21T01:30:00Z,2:19,20310,1
0022300688,1610612765,Pistons,Detroit,DET,6,42,125,1610612746,Clippers,LA,LAC,32,15,136,Little Caesars Arena,Detroit,MI,US,Eastern,2024-02-02T19:00:00Z,2024-02-03T00:00:00Z,2:06,19122,0
0022300722,1610612752,Knicks,New York,NYK,33,18,123,1610612763,Grizzlies,Memphis,MEM,18,33,113,Madison Square Garden,New York,NY,US,Eastern,2024-02-06T19:30:00Z,2024-02-07T00:30:00Z,2:06,19013,0
0022301099,1610612743,Nuggets,Denver,DEN,53,23,110,1610612759,Spurs,San Antonio,SAS,18,58,105,Ball Arena,Denver,CO,US,Mountain,2024-04-02T21:00:00Z,2024-04-03T01:00:00Z,2:11,19741,1
0022301133,1610612754,Pacers,Indiana,IND,45,34,117,1610612748,Heat,Miami,MIA,43,35,115,Gainbridge Fieldhouse,Indianapolis,IN,US,Eastern,2024-04-07T17:00:00Z,2024-04-07T21:00:00Z,2:28,17274,1
0022300958,1610612749,Bucks,Milwaukee,MIL,43,24,114,1610612755,76ers,Philadelphia,PHI,36,30,105,Fiserv Forum,Milwaukee,WI,US,Central,2024-03-14T20:00:00Z,2024-03-15T00:00:00Z,2:15,17635,1
0022300671,1610612752,Knicks,New York,NYK,31,17,118,1610612762,Jazz,Utah,UTA,24,25,103,Madison Square Garden,New York,NY,US,Eastern,2024-01-30T19:30:00Z,2024-01-31T00:30:00Z,2:04,19133,0
0022300221,1610612750,Timberwolves,Minnesota,MIN,10,3,117,1610612752,Knicks,New York,NYK,8,6,100,Target Center,Minneapolis,MN,US,Central,2023-11-20T20:00:00Z,2023-11-21T01:00:00Z,2:19,18024,1
0022301060,1610612737,Hawks,Atlanta,ATL,34,39,123,1610612738,Celtics,Boston,BOS,57,16,122,State Farm Arena,Atlanta,GA,US,Eastern,2024-03-28T19:30:00Z,2024-03-28T23:30:00Z,2:24,17743,1
0022301125,1610612756,Suns,Phoenix,PHX,46,31,97,1610612750,Timberwolves,Minnesota,MIN,53,24,87,Footprint Center,Phoenix,AZ,US,Mountain,2024-04-05T22:00:00Z,2024-04-06T02:00:00Z,2:08,17071,1
0022300734,1610612753,Magic,Orlando,ORL,28,24,127,1610612759,Spurs,San Antonio,SAS,10,42,111,Kia Center,Orlando,FL,US,Eastern,2024-02-08T19:00:00Z,2024-02-09T00:00:00Z,2:15,19074,1
0022300364,1610612739,Cavaliers,Cleveland,CLE,16,12,124,1610612762,Jazz,Utah,UTA,10,18,116,Rocket Mortgage FieldHouse,Cleveland,OH,US,Eastern,2023-12-20T19:00:00Z,2023-12-21T00:00:00Z,2:08,19432,1
0022300108,1610612740,Pelicans,New Orleans,NOP,2,1,102,1610612744,Warriors,Golden State,GSW,3,1,130,Smoothie King Center,New Orleans,LA,US,Central,2023-10-30T20:00:00Z,2023-10-31T00:00:00Z,2:08,17286,1
0022300558,1610612764,Wizards,Washington,WAS,7,32,117,1610612765,Pistons,Detroit,DET,4,36,129,Capital One Arena,Washington,DC,US,Eastern,2024-01-15T15:00:00Z,2024-01-15T20:00:00Z,2:07,15156,0
0022301037,1610612741,Bulls,Chicago,CHI,34,38,105,1610612764,Wizards,Washington,WAS,14,58,107,United Center,Chicago,IL,US,Central,2024-03-25T20:00:00Z,2024-03-26T00:00:00Z,2:19,21726,1
0022300276,1610612761,Raptors,Toronto,TOR,9,11,106,1610612752,Knicks,New York,NYK,12,7,119,Scotiabank Arena,Toronto,ON,US,Eastern,2023-12-01T19:30:00Z,2023-12-02T00:30:00Z,2:13,19800,1
0022300626,1610612744,Warriors,Golden State,GSW,19,22,134,1610612737,Hawks,Atlanta,ATL,18,26,112,Chase Center,San Francisco,CA,US,Pacific,2024-01-24T22:00:00Z,2024-01-25T03:00:00Z,2:07,18064,1
0022300333,1610612756,Suns,Phoenix,PHX,13,12,122,1610612752,Knicks,New York,NYK,14,10,139,Footprint Center,Phoenix,AZ,US,Mountain,2023-12-15T22:00:00Z,2023-12-16T03:00:00Z,2:22,17071,1
0022300763,1610612737,Hawks,Atlanta,ATL,24,30,126,1610612741,Bulls,Chicago,CHI,26,28,136,State Farm Arena,Atlanta,GA,US,Eastern,2024-02-12T19:30:00Z,2024-02-13T00:30:00Z,2:14,16524,0
0022300299,1610612763,Grizzlies,Memphis,MEM,6,16,113,1610612742,Mavericks,Dallas,DAL,14,8,120,FedExForum,Memphis,TN,US,Central,2023-12-11T20:00:00Z,2023-12-12T01:00:00Z,2:11,16379,0
0022301172,1610612764,Wizards,Washington,WAS,15,66,127,1610612741,Bulls,Chicago,CHI,39,42,129,Capital One Arena,Washington,DC,US,Eastern,2024-04-12T19:00:00Z,2024-04-12T23:00:00Z,2:20,20333,1
0022300919,1610612765,Pistons,Detroit,DET,10,53,124,1610612742,Mavericks,Dallas,DAL,36,28,142,Little Caesars Arena,Detroit,MI,US,Eastern,2024-03-09T19:00:00Z,2024-03-10T00:00:00Z,2:18,20062,1
